rainfall_mm,temperature_c,humidity_pct,river_level_m,elevation_m,soil_moisture,drainage_capacity_pct,population_density,impervious_pct,wind_speed_kmh,land_use_type,previous_flood_history,flood_risk_score,flood_risk
58.45,15.17,76.48,4.9,283.58,0.494,41.44,2849.5,25.98,19.72,Agricultural,1,0.4645,Medium
58.92,14.42,46.25,3.45,98.31,,80.21,571.3,64.2,5.34,Agricultural,0,0.3626,Medium
94.46,29.6,58.93,6.08,68.02,0.451,83.97,2098.3,35.3,10.63,Coastal,1,0.5716,Medium
56.54,24.93,51.69,0.39,53.57,0.478,61.56,1929.9,29.61,31.65,Forest,1,0.3959,Medium
14.46,16.87,61.76,3.75,21.62,0.594,64.55,2258.0,76.55,15.53,Wetland,0,0.5345,Medium
98.01,21.1,60.48,7.49,6.83,0.485,77.0,953.3,48.98,4.37,Urban,0,0.5337,Medium
34.12,27.31,33.02,5.07,29.29,0.592,68.95,5259.5,71.94,11.18,Urban,0,0.5253,Medium
37.77,17.56,52.72,7.79,79.28,0.271,58.81,683.1,15.71,0.93,Barren,0,0.4899,Medium
28.05,34.81,83.81,0.59,6.37,0.549,77.45,353.0,62.84,13.8,Agricultural,0,0.3844,Medium
19.1,27.92,58.63,2.41,464.57,0.353,93.87,1034.8,26.54,28.91,Coastal,1,0.3488,Medium
20.46,29.81,67.18,2.99,142.55,0.129,55.61,9400.4,23.18,4.85,Forest,1,0.3243,Low
74.77,25.2,100.0,5.07,50.5,0.311,52.03,2102.5,44.0,0.96,Agricultural,0,0.3884,Medium
40.94,28.26,71.8,6.46,67.07,0.417,85.04,1284.7,25.61,12.54,Urban,0,0.5356,Medium
28.8,38.81,93.74,3.1,537.54,0.519,47.13,2359.3,63.48,9.71,Agricultural,1,0.4527,Medium
95.77,20.92,70.02,2.46,52.36,0.632,38.37,399.7,6.22,12.88,Suburban,0,0.4839,Medium
56.58,21.29,57.54,2.89,20.03,0.307,57.44,1578.6,43.88,7.95,Urban,0,0.4489,Medium
31.63,38.74,58.36,4.62,68.51,0.365,79.53,4008.0,93.31,5.19,Coastal,0,0.5719,Medium
103.84,33.1,72.4,3.63,26.59,0.356,93.7,507.5,47.7,16.14,Agricultural,0,0.2853,Low
89.15,22.8,68.71,4.53,106.33,0.437,62.89,4284.4,34.07,8.03,Forest,1,0.5854,Medium
28.98,18.51,87.46,1.5,57.51,0.481,64.97,404.6,26.38,8.15,Forest,0,0.3227,Low
23.41,21.09,100.0,7.06,36.82,0.158,64.64,3415.0,33.9,14.4,Urban,1,0.5342,Medium
62.31,38.24,82.99,5.58,41.58,0.422,58.35,140.5,26.25,36.69,Forest,0,0.5314,Medium
27.55,24.63,68.37,4.61,392.86,0.238,61.08,1282.3,16.99,8.88,Forest,1,0.4331,Medium
41.41,31.38,75.25,1.59,56.8,0.4,72.87,3297.7,100.0,19.0,Urban,1,0.6297,Medium
35.5,25.68,75.2,6.46,333.84,0.573,77.83,1160.0,36.11,21.17,Suburban,0,0.3274,Low
42.49,26.25,69.81,3.64,96.32,0.395,100.0,936.9,56.04,16.2,Coastal,0,0.4534,Medium
110.09,28.16,57.72,8.85,99.31,0.361,79.59,1627.2,27.08,3.27,Forest,0,0.4415,Medium
41.85,23.16,56.1,3.84,10.55,0.302,66.52,1724.8,33.58,3.81,Barren,0,0.4156,Medium
68.01,22.21,71.49,4.82,454.22,0.46,57.59,106.5,35.6,12.35,Agricultural,0,0.3476,Medium
44.17,35.07,48.34,2.31,89.22,0.398,28.67,369.0,22.41,4.95,Urban,0,0.4989,Medium
41.02,22.48,63.82,2.04,228.92,0.5,14.53,1970.2,33.01,6.71,Agricultural,0,0.3219,Low
15.33,27.68,94.82,6.39,139.98,0.289,45.69,1760.3,43.72,14.69,Suburban,1,0.5202,Medium
7.13,31.54,43.22,3.76,80.13,0.633,100.0,1412.0,77.41,3.59,Agricultural,0,0.3163,Low
20.32,28.0,57.11,7.36,140.76,0.47,64.75,1304.8,60.85,9.74,Urban,0,0.7184,High
5.04,29.33,58.96,2.02,13.98,0.1,41.74,131.1,72.52,1.57,Wetland,0,0.4354,Medium
21.26,12.59,84.42,1.67,7.16,0.48,66.02,187.7,62.71,5.26,Coastal,0,0.468,Medium
41.51,25.64,73.22,3.2,52.67,0.345,45.71,5116.2,48.35,13.71,Suburban,0,0.441,Medium
25.67,33.01,80.63,0.72,25.43,0.23,79.79,1322.0,25.35,6.28,Agricultural,0,0.2505,Low
6.14,39.8,85.81,3.55,259.8,0.353,100.0,1216.2,26.56,0.91,Agricultural,0,0.3016,Low
226.75,32.17,100.0,8.2,42.84,0.401,56.43,144.7,50.86,6.82,Urban,1,0.8618,High
36.72,25.82,31.53,6.74,130.06,0.408,57.08,326.6,43.94,2.43,Suburban,0,0.4822,Medium
35.95,28.12,100.0,0.63,290.62,0.299,56.98,672.6,91.78,17.07,Urban,1,0.2613,Low
90.4,29.1,87.29,0.84,7.67,0.578,76.47,3046.1,38.57,12.95,Agricultural,0,0.3702,Medium
80.73,9.75,100.0,3.39,148.17,0.54,39.62,6479.4,84.67,5.48,Urban,0,0.528,Medium
35.96,15.92,58.86,0.67,1.27,0.622,55.89,2131.3,37.83,19.97,Forest,1,0.5219,Medium
38.94,25.01,68.71,6.6,235.02,0.204,44.91,2279.8,27.93,7.1,Urban,0,0.5899,Medium
130.91,23.46,47.51,4.97,502.14,0.254,54.79,1613.3,58.27,7.96,Suburban,0,0.4552,Medium
36.42,21.37,37.39,3.28,31.56,0.381,90.48,424.2,97.22,3.74,Suburban,0,0.4807,Medium
77.29,26.72,65.91,6.87,21.09,0.444,41.18,1054.7,19.54,1.21,Agricultural,1,0.6911,High
23.84,27.53,58.68,4.46,82.9,0.311,85.76,6473.6,67.38,25.2,Barren,0,0.3967,Medium
17.17,13.26,61.29,2.48,362.99,0.449,52.51,1270.4,28.76,10.66,Barren,0,0.1399,Low
57.24,14.39,50.92,2.51,42.71,0.246,51.25,795.1,58.37,10.29,Suburban,0,0.3097,Low
76.46,21.1,73.22,2.33,45.86,0.567,53.63,407.8,33.85,43.33,Forest,0,0.6458,Medium
12.34,27.94,70.03,4.88,116.15,0.401,95.73,1622.4,46.38,9.38,Agricultural,0,0.3388,Medium
55.38,22.56,68.73,5.77,150.61,0.252,68.16,5538.8,85.93,2.33,Suburban,1,0.6786,High
24.67,20.21,50.56,7.77,93.79,0.232,32.52,4490.6,44.49,11.15,Agricultural,1,0.6317,Medium
2.84,34.01,49.4,1.39,30.37,0.307,76.43,855.8,50.66,23.08,Suburban,0,0.4587,Medium
13.23,28.67,67.04,5.38,279.57,0.0,53.29,2003.7,17.19,4.83,Urban,1,0.483,Medium
28.13,22.77,46.17,1.98,88.73,0.349,64.7,1379.2,66.7,17.92,Agricultural,1,0.5195,Medium
76.04,36.64,71.24,5.16,351.08,0.306,35.77,537.4,31.71,10.07,Suburban,0,0.5128,Medium
62.49,24.71,45.0,3.5,77.75,0.333,32.8,7492.1,13.5,5.72,Barren,0,0.4223,Medium
11.64,30.69,85.74,4.55,17.65,0.212,64.29,2069.8,0.0,12.51,Agricultural,1,0.3166,Low
57.86,17.27,53.82,6.67,54.85,0.427,49.63,1229.6,14.0,7.38,Forest,0,0.5508,Medium
18.51,14.22,92.82,5.75,94.06,0.291,56.04,434.7,23.3,8.41,Suburban,0,0.5668,Medium
53.84,18.36,76.03,0.25,25.8,0.479,61.34,13352.6,0.0,19.19,Forest,1,0.2599,Low
20.02,27.75,50.71,1.5,62.51,0.582,42.61,841.0,75.06,9.25,Barren,0,0.4708,Medium
124.18,23.11,71.79,3.06,13.5,0.664,100.0,3162.5,92.93,7.81,Forest,0,0.5621,Medium
21.81,22.8,87.68,7.14,267.41,0.501,92.42,7987.4,73.88,11.23,Agricultural,0,0.3744,Medium
29.74,25.65,52.71,7.73,378.92,0.123,82.45,658.5,39.32,10.85,Suburban,1,0.4303,Medium
18.51,25.07,56.29,5.76,73.08,0.659,78.79,630.6,33.25,18.1,Suburban,0,0.6614,High
58.43,32.6,70.99,2.99,270.2,0.335,70.76,4826.6,45.54,24.62,Agricultural,0,0.3122,Low
17.81,20.11,84.57,7.23,23.42,0.216,54.39,3520.0,32.9,17.56,Agricultural,0,0.3935,Medium
6.14,14.04,62.99,3.44,8.6,0.103,55.16,1771.4,0.0,15.47,Coastal,0,0.3758,Medium
51.05,35.45,71.82,3.5,47.58,0.361,66.27,4930.4,41.34,12.35,Urban,0,0.5573,Medium
49.45,20.73,89.58,0.0,32.72,0.447,61.6,2390.6,44.65,17.76,Agricultural,0,0.3472,Medium
14.76,32.43,53.62,7.33,32.25,,35.06,903.5,88.17,1.53,Urban,0,0.536,Medium
18.95,26.82,45.96,4.7,180.84,0.429,63.53,1712.1,12.3,17.91,Suburban,1,0.4059,Medium
32.27,34.29,86.06,3.69,202.34,0.309,40.51,1508.7,54.63,17.77,Urban,0,0.6278,Medium
60.68,19.64,76.5,6.01,99.41,0.437,61.63,975.5,17.92,7.55,Suburban,0,0.4399,Medium
146.39,30.1,38.57,4.74,153.64,0.486,58.06,3707.3,31.18,12.37,Agricultural,0,0.5439,Medium
60.38,22.04,93.71,5.8,39.99,0.626,48.55,1938.3,70.79,3.01,Urban,1,0.579,Medium
65.75,19.32,77.66,4.96,143.69,0.558,46.53,1151.3,8.58,10.8,Coastal,0,0.5382,Medium
110.0,35.77,73.67,3.5,168.6,0.474,55.08,4619.4,69.17,8.93,Urban,0,0.6082,Medium
68.39,18.78,62.9,1.95,345.3,0.664,74.95,1981.6,28.74,3.85,Agricultural,0,0.3031,Low
120.74,18.46,55.52,7.43,10.95,0.371,74.38,354.8,50.4,16.47,Coastal,0,0.7828,High
42.59,16.18,70.49,0.0,225.32,0.568,66.37,3938.2,40.92,,Urban,0,0.3339,Medium
49.82,20.87,84.71,1.54,21.14,0.387,25.37,2923.0,47.97,,Urban,0,0.4725,Medium
18.76,25.11,49.3,2.13,67.18,0.163,89.94,10268.5,48.72,6.13,Agricultural,1,0.4408,Medium
15.32,22.86,64.37,2.56,0.75,0.521,47.88,3127.4,34.43,25.49,Urban,1,0.5527,Medium
25.42,26.72,80.87,4.35,367.14,0.476,81.2,1816.4,63.26,12.43,Wetland,1,0.52,Medium
70.17,12.94,84.88,4.46,396.73,0.493,61.23,5716.8,82.12,8.13,Agricultural,1,0.5466,Medium
72.91,23.73,53.39,1.84,378.65,0.53,53.4,1046.2,77.34,7.72,Forest,0,0.2602,Low
39.47,14.02,67.37,3.28,11.25,0.615,56.92,3803.5,62.02,8.67,Wetland,1,0.4568,Medium
85.63,20.92,56.54,7.15,44.42,0.514,35.71,143.6,0.0,16.3,Forest,1,0.7218,High
27.85,22.34,67.69,4.37,61.13,0.399,31.69,467.5,34.51,6.46,Suburban,0,0.6786,High
13.74,23.78,68.85,5.4,461.82,0.399,43.8,2124.4,27.01,5.02,Suburban,1,0.3493,Medium
60.77,26.51,68.36,1.62,185.1,0.495,57.87,2735.4,52.68,0.59,Urban,0,0.4415,Medium
48.0,15.17,86.43,4.03,125.03,0.219,43.28,1688.4,39.75,6.8,Urban,0,0.4125,Medium
49.11,20.86,66.9,6.08,58.26,0.319,94.93,2961.8,17.16,8.35,Suburban,1,0.4014,Medium
124.02,40.0,36.5,5.44,440.65,0.255,32.45,10271.8,61.92,8.82,Suburban,1,0.7893,High
48.87,23.45,51.53,2.22,149.24,0.629,89.14,2547.4,50.88,14.08,Suburban,0,0.4264,Medium
78.64,22.65,100.0,5.62,88.14,0.132,56.71,3769.1,59.23,24.87,Wetland,0,0.5205,Medium
0.84,10.53,51.36,4.01,87.21,0.046,79.74,583.5,53.23,4.99,Suburban,0,0.3972,Medium
47.81,25.17,74.64,3.58,9.55,0.552,55.7,1758.0,67.51,18.68,Suburban,0,0.6052,Medium
10.5,12.89,90.18,5.25,57.17,0.303,76.12,5710.1,22.22,2.83,Wetland,0,0.5164,Medium
33.75,6.63,97.56,2.4,17.79,0.369,46.78,4695.3,16.26,2.46,Coastal,0,0.4435,Medium
26.4,27.08,68.29,3.59,160.77,0.222,66.86,414.9,64.12,17.15,Agricultural,0,0.2668,Low
107.09,27.04,81.36,4.59,251.15,0.582,24.71,5632.0,48.04,9.04,Agricultural,1,0.8232,High
111.53,12.7,64.26,6.83,320.6,0.312,74.7,2130.4,66.11,3.01,Urban,0,0.6025,Medium
118.68,14.16,52.0,5.38,454.14,0.378,79.73,1948.8,25.91,3.07,Urban,0,0.4884,Medium
45.63,18.53,64.89,3.33,29.07,0.148,72.45,2405.0,10.27,10.13,Forest,0,0.1991,Low
3.83,37.6,53.63,2.54,86.58,0.284,64.82,3066.9,24.05,32.0,Suburban,0,0.2629,Low
55.39,25.95,91.05,1.42,159.47,0.591,67.02,454.3,49.79,13.32,Agricultural,0,0.4413,Medium
28.9,28.04,97.85,2.52,124.23,0.535,59.84,812.0,31.12,30.61,Forest,1,0.4211,Medium
43.97,32.6,69.2,4.31,930.34,0.216,29.84,613.2,34.14,30.69,Coastal,0,0.3594,Medium
16.67,34.66,49.71,0.09,35.25,0.736,78.7,889.0,0.0,6.51,Agricultural,0,0.34,Medium
105.61,25.01,47.09,4.85,106.22,0.262,86.37,3702.1,7.72,,Agricultural,0,0.1465,Low
69.06,27.2,88.28,2.5,37.91,0.574,95.59,2829.9,24.56,6.97,Coastal,0,0.5523,Medium
33.61,24.12,51.52,6.24,133.53,0.155,43.46,7160.6,19.89,10.98,Coastal,1,0.3989,Medium
20.34,10.18,36.46,3.71,41.15,0.259,70.86,6821.9,39.36,8.08,Urban,0,0.5396,Medium
75.36,26.02,82.97,4.61,154.69,0.684,65.22,7218.9,58.83,25.65,Urban,1,0.8552,High
86.01,20.18,74.69,2.53,122.06,0.317,59.85,5082.3,64.17,7.57,Suburban,0,0.4291,Medium
28.83,3.52,45.48,2.93,22.89,0.244,74.66,721.6,64.23,12.37,Agricultural,1,0.3052,Low
21.05,18.55,63.99,3.65,30.57,0.32,91.19,440.1,48.0,,Agricultural,0,0.3941,Medium
45.86,20.54,81.33,5.37,78.83,0.067,36.59,634.9,19.64,2.03,Agricultural,0,0.4015,Medium
53.69,30.41,77.16,4.04,145.56,0.186,69.79,1804.7,78.59,7.01,Agricultural,0,0.3678,Medium
14.12,22.89,60.06,2.92,20.54,0.454,69.16,7962.8,34.18,14.25,Barren,0,0.2286,Low
80.35,18.77,50.47,3.15,40.35,0.119,60.8,3391.9,69.31,12.24,Urban,0,0.3727,Medium
34.64,14.74,52.99,4.85,15.88,0.3,55.25,8695.3,61.37,2.45,Urban,1,0.6891,High
94.48,22.38,70.53,4.38,11.34,0.617,50.38,1851.4,7.11,28.97,Agricultural,1,0.5372,Medium
95.59,25.0,80.75,2.23,67.48,0.223,59.51,3441.9,24.88,5.83,Suburban,0,0.3921,Medium
90.04,27.86,74.03,5.41,30.34,0.456,50.73,4603.0,68.68,13.85,Suburban,1,0.691,High
9.84,29.7,45.1,8.09,41.3,0.353,59.38,808.8,94.79,12.5,Urban,0,0.5161,Medium
12.9,13.97,76.3,3.17,118.92,0.473,43.92,609.9,54.37,20.63,Urban,0,0.3852,Medium
72.53,25.72,38.61,5.27,135.75,0.622,88.44,333.4,37.99,3.18,Suburban,0,0.4139,Medium
72.37,22.79,93.52,4.6,4.15,0.22,44.5,103.5,56.15,15.6,Urban,1,0.5316,Medium
15.22,22.16,96.2,4.21,50.13,0.304,51.14,1662.0,41.6,8.78,Suburban,1,0.4752,Medium
38.41,25.39,62.98,8.3,53.33,0.346,49.11,1287.6,31.0,5.41,Urban,0,0.6056,Medium
83.58,35.93,53.62,2.15,251.68,0.501,26.54,5197.5,78.16,20.04,Coastal,0,0.4982,Medium
60.07,21.9,74.64,5.13,71.84,0.06,65.81,35.8,0.84,8.56,Coastal,0,0.5012,Medium
71.32,24.71,55.47,4.76,50.41,0.571,90.66,307.0,27.87,5.81,Urban,0,0.546,Medium
53.33,16.99,46.99,1.48,23.28,0.533,68.69,709.7,40.68,12.83,Agricultural,0,0.3571,Medium
62.03,16.24,34.56,5.64,222.3,0.412,18.33,2337.5,37.87,26.72,Forest,1,0.4951,Medium
40.02,15.89,89.52,0.29,251.77,0.403,34.69,3293.1,21.73,2.11,Agricultural,0,0.2778,Low
34.1,12.8,80.86,5.84,439.65,0.164,42.2,2153.5,39.45,5.68,Agricultural,0,0.3604,Medium
44.75,19.28,55.03,3.84,260.58,0.012,75.49,66.3,76.57,11.66,Coastal,0,0.2882,Low
80.46,36.33,73.89,5.02,176.47,0.351,66.33,3180.3,57.44,11.42,Forest,0,0.4769,Medium
26.46,18.39,57.5,5.09,81.79,0.122,87.53,2670.3,47.59,18.41,Urban,0,0.3852,Medium
30.91,21.61,60.63,0.51,154.2,0.36,28.57,657.3,39.92,14.98,Urban,1,0.6362,Medium
14.19,14.06,57.24,5.42,110.25,0.429,45.46,447.0,62.05,3.68,Forest,0,0.4913,Medium
34.37,22.43,79.98,5.41,166.76,0.564,74.7,1060.0,7.28,11.4,Suburban,1,0.5047,Medium
14.46,16.37,58.17,3.67,146.93,0.352,58.39,49.4,86.65,2.51,Forest,0,0.287,Low
89.31,21.58,51.47,6.51,73.05,0.248,100.0,525.9,52.79,17.0,Urban,1,0.4758,Medium
37.43,21.53,48.26,8.03,76.86,0.432,61.83,668.5,33.27,21.54,Forest,0,0.3714,Medium
17.1,23.16,41.23,7.89,126.96,0.554,21.8,1511.4,15.29,13.57,Urban,0,0.5447,Medium
81.13,31.75,70.11,8.91,240.83,0.499,45.48,643.6,0.0,2.26,Coastal,0,0.404,Medium
17.55,36.48,39.97,0.92,72.44,0.543,55.14,9424.0,60.66,6.8,Suburban,0,0.3574,Medium
12.2,36.41,87.59,3.66,56.51,0.312,41.16,3311.1,28.44,17.6,Suburban,1,0.5098,Medium
5.59,24.76,71.72,4.31,229.65,0.324,45.22,26.1,49.06,29.57,Urban,0,0.4439,Medium
7.09,25.21,14.77,3.95,41.1,0.0,66.22,796.9,58.96,11.26,Coastal,0,0.4797,Medium
36.56,24.66,55.49,6.53,296.76,0.335,88.39,6557.2,66.74,19.91,Forest,0,0.2213,Low
39.87,29.38,46.56,1.48,93.18,0.617,66.8,83.5,0.0,10.36,Barren,0,0.2059,Low
62.5,19.18,24.64,2.55,54.04,0.121,33.14,2607.4,42.83,12.13,Agricultural,0,0.4189,Medium
45.41,16.88,80.68,3.59,61.46,0.492,79.9,2599.6,45.74,3.99,Agricultural,1,0.5193,Medium
43.54,9.97,75.09,4.8,94.53,0.512,89.12,3455.0,48.41,6.81,Wetland,0,0.6025,Medium
16.19,30.24,83.76,4.23,46.56,0.748,70.2,2113.8,0.0,13.09,Forest,0,0.3844,Medium
83.73,25.57,68.87,5.45,179.18,0.119,73.12,3997.0,13.82,4.92,Wetland,0,0.5182,Medium
51.47,18.25,85.87,5.71,477.71,0.605,54.77,3980.6,52.36,11.29,Suburban,0,0.5837,Medium
34.81,35.24,74.56,6.12,206.55,0.442,63.2,34.9,18.57,24.79,Suburban,0,0.4206,Medium
47.21,19.37,83.87,5.81,15.61,0.389,92.2,3500.6,27.19,19.51,Urban,0,0.6201,Medium
67.22,34.56,78.07,4.14,47.9,0.546,84.51,2666.3,70.05,25.8,Coastal,1,0.6748,High
14.52,17.9,80.54,3.37,86.68,0.335,41.1,4035.7,28.64,3.59,Forest,0,0.4546,Medium
22.09,25.27,,3.14,257.48,0.152,32.23,1954.5,36.37,15.91,Suburban,0,0.4272,Medium
4.15,27.08,56.34,7.23,74.72,0.222,64.1,1318.2,31.7,11.41,Urban,1,0.7166,High
38.77,20.28,33.36,1.67,46.5,0.312,76.8,431.7,32.74,6.57,Coastal,0,0.2954,Low
56.82,14.96,76.35,5.82,179.36,0.297,38.29,3142.1,77.72,13.19,Coastal,0,0.5762,Medium
52.4,24.22,57.98,4.14,161.3,0.149,80.98,6225.0,17.76,22.79,Urban,0,0.2553,Low
67.7,18.56,43.98,10.54,18.22,0.685,68.18,271.0,38.83,4.89,Coastal,1,0.7764,High
63.87,12.92,63.61,2.19,21.52,0.82,96.89,1196.5,67.46,13.85,Urban,1,0.6963,High
40.65,11.3,61.64,1.93,85.08,0.425,53.77,7059.1,19.52,0.94,Wetland,0,0.456,Medium
60.45,25.31,75.27,8.8,234.24,0.367,60.86,2845.3,48.14,8.05,Suburban,0,0.6272,Medium
112.52,7.9,80.87,3.53,39.34,0.262,87.47,2537.7,67.76,8.68,Agricultural,0,0.4495,Medium
79.06,21.95,71.88,5.32,120.55,0.279,54.64,5760.8,60.23,10.55,Barren,0,0.5023,Medium
74.97,29.3,58.92,0.18,67.11,0.395,74.68,1960.5,14.17,1.83,Suburban,0,0.3641,Medium
29.05,13.41,27.12,4.35,2.86,0.473,35.96,1647.7,44.97,27.74,Forest,0,0.4269,Medium
31.63,14.53,56.34,3.46,76.23,0.129,89.3,12664.7,15.56,2.83,Agricultural,0,0.3739,Medium
85.68,26.2,65.58,5.49,121.17,0.348,87.83,2123.3,52.19,29.27,Agricultural,0,0.4573,Medium
13.82,5.41,97.69,3.33,241.27,0.249,65.38,5949.0,31.66,18.39,Wetland,0,0.3253,Low
43.51,23.5,40.63,3.63,40.73,0.89,71.67,3641.3,12.34,,Wetland,0,0.7307,High
78.65,20.54,27.7,8.03,107.14,0.196,51.27,2020.1,37.52,14.26,Coastal,1,0.8522,High
44.28,34.07,75.21,6.71,312.95,0.194,74.52,1868.3,8.49,18.77,Wetland,0,0.2905,Low
36.84,35.17,65.73,4.8,110.54,0.512,60.96,2410.0,17.48,12.56,Agricultural,0,0.4513,Medium
67.41,26.28,49.79,7.6,285.46,0.251,67.95,3687.2,45.81,,Agricultural,1,0.5266,Medium
56.72,19.05,78.26,7.03,107.83,0.42,91.69,1638.9,54.24,6.11,Urban,0,0.4433,Medium
74.45,24.53,42.73,6.95,113.05,0.536,62.78,3206.6,0.0,,Coastal,0,0.608,Medium
146.41,30.1,100.0,9.35,151.97,0.686,90.27,3819.3,32.94,6.44,Wetland,0,0.676,High
33.43,28.87,82.48,4.47,166.38,0.408,71.12,2693.8,62.93,12.87,Forest,0,0.2938,Low
62.93,7.47,81.55,6.34,85.15,0.126,84.9,107.1,18.58,13.87,Agricultural,0,0.3144,Low
33.88,13.66,69.36,5.87,125.28,0.476,43.99,4207.8,35.58,4.7,Agricultural,1,0.6395,Medium
14.38,29.24,71.2,2.74,143.03,0.06,68.57,962.4,64.59,2.11,Agricultural,1,0.4189,Medium
37.46,14.98,,5.15,20.56,0.161,63.16,567.9,34.27,27.85,Urban,0,0.4421,Medium
10.39,26.32,72.5,5.19,43.45,0.625,36.75,2443.8,74.72,6.9,Wetland,0,0.7099,High
16.94,29.68,71.03,5.53,269.54,0.143,76.08,2737.0,29.62,20.78,Barren,0,0.4685,Medium
61.29,28.14,88.98,1.83,32.91,0.299,91.11,1201.6,88.97,1.6,Barren,1,0.4114,Medium
57.09,27.33,63.98,0.72,121.78,0.39,36.6,2491.1,30.25,2.47,Suburban,1,0.3523,Medium
97.61,20.53,69.57,5.38,6.61,0.373,49.72,1801.9,39.82,1.47,Urban,0,0.5676,Medium
86.18,14.3,44.38,4.91,207.83,0.531,31.89,2786.4,35.24,6.36,Urban,0,0.3418,Medium
21.86,36.53,81.85,5.74,107.51,0.304,18.03,1784.2,66.35,3.72,Agricultural,0,0.4052,Medium
68.11,10.37,67.2,5.78,84.35,0.387,57.63,258.3,59.83,14.83,Forest,0,0.3623,Medium
56.69,24.78,72.57,4.63,162.24,0.638,68.1,74.7,36.75,13.6,Urban,0,0.3834,Medium
28.18,20.0,77.71,1.08,172.54,0.232,60.72,1546.1,45.02,3.66,Forest,1,0.29,Low
47.91,33.24,73.27,3.22,33.93,0.493,41.74,168.7,68.44,0.88,Forest,0,0.4798,Medium
20.49,24.19,56.24,4.38,446.65,0.167,39.8,312.9,35.51,15.47,Urban,0,0.5303,Medium
92.25,17.84,86.3,4.43,291.04,0.416,44.43,2230.5,32.42,5.48,Forest,0,0.2762,Low
59.08,20.66,72.69,3.92,28.63,0.262,57.82,5082.2,16.85,7.45,Forest,0,0.3679,Medium
99.14,30.17,63.56,5.61,47.7,0.392,48.64,3044.9,45.05,25.66,Urban,0,0.7868,High
41.99,31.43,77.65,5.28,56.41,0.577,59.86,2316.1,50.0,3.78,Coastal,0,0.7004,High
20.55,28.49,74.02,7.51,183.68,0.37,100.0,4247.2,28.74,8.34,Wetland,0,0.3137,Low
6.72,24.71,57.55,3.91,48.78,0.308,74.28,2937.6,73.87,8.93,Wetland,1,0.649,Medium
23.91,17.16,84.27,6.04,132.74,0.357,71.86,1810.2,60.57,2.09,Forest,0,0.3581,Medium
23.46,18.85,84.23,4.33,128.7,0.354,63.89,4690.6,56.12,4.1,Forest,0,0.1599,Low
68.02,27.18,22.92,3.28,100.12,0.145,83.5,1072.9,47.6,33.14,Agricultural,0,0.3913,Medium
49.57,31.06,44.5,3.71,116.3,0.6,47.6,965.8,45.12,9.68,Wetland,0,0.4698,Medium
77.12,13.57,39.77,4.59,30.93,0.358,46.69,5034.0,69.1,16.8,Urban,0,0.6134,Medium
27.02,12.0,37.88,2.93,19.84,0.317,76.38,126.0,25.37,3.46,Forest,0,0.2628,Low
82.69,22.5,85.06,4.43,49.15,0.523,59.17,959.7,59.19,4.87,Suburban,0,0.4163,Medium
36.17,25.57,49.47,6.53,80.38,0.31,59.13,1007.1,0.0,24.21,Urban,0,0.3406,Medium
21.95,25.11,82.21,3.12,91.47,0.603,84.33,1045.8,58.57,13.92,Barren,1,0.5468,Medium
7.12,27.69,72.78,1.17,22.9,0.824,92.09,1043.9,28.39,7.2,Forest,0,0.322,Low
13.41,20.19,69.9,5.05,144.71,0.123,44.71,520.8,46.79,25.37,Wetland,1,0.3326,Medium
24.58,32.59,55.02,5.03,12.26,0.238,25.71,1556.3,21.59,10.09,Forest,0,0.3928,Medium
47.07,34.55,50.51,4.8,519.72,0.546,42.81,1229.7,21.07,1.37,Suburban,0,0.4183,Medium
21.06,27.67,50.69,5.18,187.83,0.451,47.95,2145.8,31.22,7.35,Urban,0,0.5029,Medium
152.64,20.36,75.87,3.07,278.8,0.453,56.64,1847.4,35.27,16.13,Suburban,0,0.5332,Medium
65.33,4.41,70.66,4.5,74.67,0.43,35.24,806.7,45.68,8.82,Forest,1,0.5672,Medium
16.2,19.27,12.6,2.75,369.13,0.253,72.69,852.8,38.81,5.93,Forest,0,0.0355,Low
28.21,24.89,89.37,7.88,498.42,0.52,72.85,1633.3,54.44,31.48,Suburban,0,0.2665,Low
31.44,28.41,60.32,3.96,77.27,0.702,42.74,3048.6,42.29,27.19,Urban,1,0.6782,High
52.1,21.46,67.19,4.79,217.68,0.421,61.45,3221.3,66.62,8.82,Urban,0,0.4584,Medium
7.47,23.19,78.83,0.0,133.31,0.071,88.46,2014.4,50.78,4.45,Agricultural,0,0.1034,Low
120.14,35.77,43.84,1.12,27.18,0.346,55.97,4446.7,46.94,5.73,Urban,0,0.5753,Medium
145.92,16.25,38.17,8.64,61.91,0.522,91.22,4505.1,57.82,33.03,Agricultural,0,0.4717,Medium
57.0,12.27,49.3,4.51,151.33,0.559,78.09,5761.9,16.03,4.01,Barren,0,0.4175,Medium
97.12,7.16,86.51,3.64,20.47,0.394,57.97,2331.0,44.13,20.13,Agricultural,0,0.4442,Medium
48.61,30.63,65.27,3.32,46.66,,73.91,3638.4,14.12,13.93,Urban,0,0.4006,Medium
32.1,14.57,84.72,4.75,47.78,0.445,30.94,1684.2,44.61,4.74,Agricultural,0,0.4098,Medium
17.0,21.47,20.61,4.62,64.54,0.554,42.78,2825.7,37.58,37.22,Urban,0,0.4973,Medium
55.75,29.68,61.52,3.5,0.04,0.445,48.95,12614.5,83.98,14.35,Coastal,1,0.6845,High
